num_officers,pop
59,25273
14,8913
1,1201
5,1040
18,16699
9,8026
96,33905
11,6685
9,8771
1,2546
18,10677
15,9256
5,2662
10,2404
12,6615
11,7140
82,49370
18,10621
5,3461
34,23859
22,5713
1,1157
5,2397
5,2663
16,13747
20,13928
7,5881
9,6480
46,31796
13,7046
37,31154
10,5674
37,24208
9,6428
18,4097
4,1843
8,3303
24,16925
145,82708
16,10437
14,11474
5,4149
3,2322
3,2287
7,3756
16,12277
11,6249
193,95834
81,52965
7,4051
8,3120
9,3755
5,3126
1,1457
8,5460
4,2927
3,2877
16,7276
27,9774
4,3287
1,1865
4,3619
1,5896
2,1671
3,4173
2,4801
35,21131
2,1541
8,3996
6,6180
3,5250
12,6943
4,2343
5,3224
2,1591
22,12974
1,1265
3,2038
7,3793
9,5734
1,2648
1,1117
10,8387
17,12996
5,7891
161,77323
18,7021
6,6201
5,6214
8,5772
2,2060
6,5032
7,5886
7,3902
3,1191
2,1695
2,2061
12,8960
4,1679
4,4772
2,1970
3,2255
21,10366
19,11440
17,9496
18,4859
78,40486
19,2609
13,8303
16,5485
15,8416
17,16039
7,4033
9,1173
37,24750
21,21059
21,20480
4,2769
5,3005
23,16603
19,3465
17,10568
19,8436
8,6935
41,17072
6,8484
26,36506
12,7342
38,21624
7,7182
8,9230
5,2178
7,4863
2,3248
1,2875
10,5017
44,25959
9,7609
9,10043
7,4383
7,208
9,7976
4,2221
10,8632
7,2058
8,8679
2,5783
236,121855
10,6619
7,2531
22,11479
21,13991
5,4317
51,27829
22,17451
5,3182
42,19994
4,2658
31,25384
4,2765
2,2676
2,4855
5,4697
4,3428
17,10842
21,12824
1,2809
14,10318
9,7758
4,5780
80,40722
4,3011
4,2715
2,2617
2,5584
5,4087
7,4394
3,5386
19,9689
1,960
5,4942
7,4463
3,4737
13,2886
3,1862
7,4515
6,3499
3,1103
2,2768
2,4638
21,957
1,2357
4,4547
7,4189
6,3384
12,9354
13,6882
12,9885
6,3585
5,3920
1,1375
11,7578
3,2420
10,6071
52,28220
3,2029
1,1509
9,4913
2,1207
18,8220
3,3450
3,2001
5,4597
5,4047
2,1530
9,5308
12,7840
33,15428
5,1851
1,4091
7,3057
7,3596
1,629
10,3675
1,984
2,1814
9,3369
4,2526
14,4603
15,16923
1,3794
10,4971
13,8135
20,10949
59,35351
48,43086
109,55476
14,6505
10,4582
4,1410
77,37274
8,5115
21,8091
28,14059
21,7446
48,26580
16,4431
36,16759
19,11533
152,59796
34,13163
19,12115
32,26980
45,26317
81,34430
5,3270
51,17704
57,22705
30,19971
5,2533
9,4770
6,7164
50,26624
26,15891
90,31410
42,24109
31,15650
41,18213
38,19294
7,4356
13,1435
31,24674
30,21151
3,4888
21,15534
10,5785
7,3876
13,10636
11,13355
32,19180
12,13314
4,3397
28,18604
4,3876
3,2962
9,4613
8,4151
11,5234
25,18218
161,75895
66,27268
11,5852
13,10488
14,9921
37,21558
15,7822
36,24088
16,8624
1,1699
22,15741
17,10867
11,9415
5,2839
1,1141
6,5259
4,2090
3,2631
9,7072
24,12506
9,6711
8,5537
5,3605
11,6938
19,9352
12,10242
1,2751
1,1761
6,4214
3,1850
6,2247
6,3598
6,2970
2,2556
2,980
11,4625
4,2406
1,1080
1,1054
1,817
5,3609
4,2154
6,4150
23,13463
9,2821
8,5100
5,4755
9,6657
2,2670
3,2138
2,3371
2,1772
1,3194
6,2952
2,1665
5,5636
1,3254
3,2708
2,1360
2,4246
2,1735
2,688
2,1592
7,5962
4,1289
3,1723
7,5856
3,3825
2,1947
6,6831
1,597
2,380
2,1741
1,1587
7,3236
5,2940
2,1034
1,646
10,3512
15,12741
23,6022
22,9654
3,4924
2,775
20,9054
2,1611
18,8789
7,9795
23,22163
33,13448
6,4574
7,6701
6,2058
1,2488
3,5459
21,12883
2,3148
13,8031
2,3243
1,1237
4,4362
1,962
5,3529
24,14751
1,1541
5,131
9,6500
5,4248
23,19655
38,14108
4,3742
14,9069
14,7831
18,11077
12,7225
3,4213
34,30387
22,12273
23,19308
6,4093
9,4873
9,4826
1,2512
2,1858
2,1988
2,2016
5,3038
2,2478
11,8053
1,648
1,464
2,2220
4,2545
3,3378
17,11005
9,7062
2,1422
9,6068
28,15707
120,44150
23,13237
35,26888
21,17664
30,18860
12,4581
55,70378
13,11938
11,8632
15,17870
10,8663
50,54192
25,16669
18,15885
16,11568
1,2807
10,7604
7412,1589014
1064,300548
12766,3193694
33,16090
50,22070
30,10419
72,34751
37,13119
207,80749
60,28847
19,6375
19,5508
41,15934
97,24584
38,17330
41,15745
14,3488
42,19423
180,81471
57,35206
103,47590
79,29424
44,21891
81,32655
171,72030
526,179762
28,10707
54,21790
113,41709
13,4730
20,10281
27,12568
32,16859
53,15411
62,26286
70,30656
63,22475
18,7701
19,8110
25,7819
8,1032
37,6766
656,15765
22,5017
3,1912
5,1240
242,107791
144,30922
89,23875
1,2751
5,1792
2,2145
1,416
2,838
14,4137
6,2924
24,1681
313,156813
120,27498
1,4434
13,3810
18,4249
3,948
14,7260
11,3195
11,2924
3,481
89,11519
17,4321
7,2194
309,140533
49,13485
57,24812
25,13368
184,127720
32,11986
2,483
95,43683
5,83
30,26941
40,12162
1,396
720,88149
510,138254
171,92448
23,2657
22,4366
413,115312
112,42820
9,1883
42,12528
102,24036
29,5368
4,1875
3,879
61,36005
30,5589
6,1415
5,939
30,5429
7,406
72,51747
31,5886
40,7524
3,533
27,6318
4,755
6,1288
273,88524
11,2197
2,1750
11,4771
8,2353
1,260
55,19075
19,3165
254,85977
106,37640
25,6541
1,767
7,1494
3,1221
1,927
146,50855
7,2851
41,8733
550,365897
31,10375
249,69830
82,32976
57,25453
53,23682
21,5339
144,43723
55,23427
7,2156
6,2039
46,11756
10,1855
12,2499
3,261
8,954
5,440
58,26127
287,267662
15,2740
308,34860
154,16942
23,4553
1,593
23,7075
13,3807
77,56929
36,7242
7,1612
140,88794
108,47660
28,8823
27,8412
14,2927
439,222960
28,5389
76,14211
61,22160
57,17986
6,1653
28,12516
3,704
7,2483
9,2753
4,959
4,1692
39,7021
6,2298
72,19619
21,6373
19,4290
33,7726
4,660
103,25637
30,10333
4,1469
183,62982
14,4384
5,2570
2,325
123,67168
3,952
3,904
3,642
2,292
6,1181
5,716
1,308
2,486
179,75189
10,5380
43,17547
62,21390
16,3152
15,3171
645,266509
442,133790
34,10320
62,15767
11,3641
1,758
346,245855
143,37754
12,4356
19,3573
9,588
10,2408
18,2658
13,3661
11,2697
201,66890
154,39546
49,18713
32,7694
4,834
76,25904
4,400
3,452
209,158089
26,6575
64,21219
195,75342
41,8294
27,11322
4,2793
26,5097
26,13840
4,2374
4,1071
3,2537
1,814
2,1935
2,1036
1,597
25,10575
53,24823
62,8996
57,28870
4,1506
6,2345
1,2034
16,4557
13,5600
2,1356
22,6468
2,1263
4,1561
3,2661
2,1056
15,3132
21,10833
13,5678
52,22233
4,4146
13,8320
0,400
9,3951
41,15733
9,3694
5,1746
6,4304
3,5353
1,1350
4,2907
4,3824
19,3181
8,3485
17,2308
9,3939
7,3131
5,2344
3,1244
1,586
2,1130
2,773
6,5584
2,506
4,1864
4,1353
3,3357
3,1241
58,3576
41,14018
3,3293
2,1290
2,1497
1,622
3,630
1,1257
3,2603
1,714
4,2022
2,469
2,442
6,4857
15,5643
14,7558
40,8675
18,1307
7,2958
31,11842
3,969
24,17898
6,3521
4,2476
7,5898
0,999
5,3801
9,5497
4,1952
11,5137
50,14940
18,6983
2,413
5,2796
4,2029
4,2178
233,27762
290,185628
14,10244
10,4219
8,2323
421,29191
168,76343
16,10077
8,2894
3,1064
2,1110
35,7546
7,2423
3,2421
1,14291
14,6457
6,3006
3,1384
0,10290
3,2574
10,2843
10,6718
2,879
28,8041
4,1989
4,1857
2,744
2,507
8,2932
13,2015
14,3550
35,8026
31,14730
3,1946
174,34812
44,10062
9,1766
79,29084
5,1609
104,26825
51,22062
2,692
60,12056
20,3573
1,522
41,13392
0,1626
307,91803
51,10798
64,29415
4,446
220,61621
112,45453
3,695
87,26548
5,2161
31,6651
6,2146
6,1919
34,11676
10,2878
71,15610
18,3805
5,1400
22,5509
2,842
1,675
0,376
134,41478
42,13409
90,28480
17,4708
7,2750
6,4686
49,10979
16,6314
85,26738
10,2702
7,2273
24,6251
8,1453
81,29020
31,6786
117,26858
38,11020
38,19468
39,7758
3,2294
5,2455
1,670
0,664
0,461
114,48505
46,11643
1775,687361
18,515
23,2879
57,16976
31,8187
8,2304
1,860
51,14502
15,4828
4,1006
139,33142
66,15703
2,1456
5,3659
91,16991
65,16300
12,3312
1,613
93,25212
10,3213
4,644
7,950
3,559
19,8323
8,1887
50,16303
9,1960
77,25082
26,8733
3,1657
12,2386
7,2030
2,839
81,19609
31,8165
32,7613
22,4022
7,2204
4,983
4,394
4,1066
8,4334
71,19748
27,7628
2,532
11,1229
2,528
43,16901
3,1352
3,1871
7,3085
171,51017
55,14881
3,445
2,2805
40,11208
5,1389
7,1225
104,34828
87,30044
400,117105
563,181848
49,21027
20,1866
17,8605
37,13818
20,11929
25,11779
48,6521
70,14410
24,4888
6,4466
3,637
3,266
0,334
53,18239
23,6941
0,528
118,35550
14,4277
1,1772
7,5295
11,6671
47,7830
40,9336
68,19526
34,7723
3,977
69,21127
37,10047
1,666
1,466
50,21563
17,3564
27,6957
6,1287
48,10771
14,4081
5,1900
5,1733
48,10836
4,944
103,39229
30,8193
11,2356
12,3168
5,1372
49,15317
9,2407
1015,281032
490,188666
21,1436
5,1641
7,4286
59,15098
29,7818
7,2079
0,621
90,30011
39,10877
5,1789
1,814
4,489
34,8400
14,3680
85,26659
28,7047
106,38387
27,9392
17,5869
88,33339
34,13879
7,1524
12,3482
4,498
4,727
38,19288
17,4401
7,2171
60,18093
24,5309
5,1140
282,30561
257,66915
72,18658
9,3008
5,1723
8,3361
9,1421
52,18865
31,12245
7,1532
2,1271
1,564
162,40306
99,40001
20,4934
65,43303
35,10731
6,1646
83,33316
20,5875
20,4949
6,921
9,1539
392,50576
353,159996
31,6424
50,20608
6,896
69,14268
40,10340
8,2214
3,1195
5,1317
2,1042
1,394
57,18061
22,4014
29,8083
17,5085
64,15658
7,1258
166,36377
93,34373
15,4549
10,2888
6,1514
57,22373
19,7408
10,1865
5,1564
79,31668
22,6121
13,5809
14,3419
17,5439
166,31686
42,17022
15,6887
0,2079
0,1827
5,4590
474,98526
300,145929
110,52225
71,36227
2,714
57,18321
16,3704
49,9823
12,5155
212,71092
55,4163
72,16760
74,6383
4,581
1850,125995
127,51273
127,39127
44,10669
159,59610
57,15155
12,2276
4,1386
6,1239
55,11797
2,308
3,1489
318,77651
85,26900
158,54218
8,1661
290,56660
98,41918
33,12995
25,12822
144,58388
11,2431
16,6829
108,32849
31,8755
18,6083
4,1549
8,2926
23,9510
47,11518
45,11879
16,5826
60,15246
4,2397
2,2126
23,4146
2,1646
112,27328
36,13696
206,58381
170,67197
21,5487
50,10601
6,2307
5,2665
4,939
43,15320
9,2908
40,10488
5,1364
6,2063
2,911
85,22327
17,4957
323,60845
144,83517
22,9153
80,43217
13,9488
266,69103
129,36337
4,1519
77,37359
2635,650410
70,38415
21,14133
110,38769
20,5228
102,35555
4,4909
69,10581
40,8118
31,10854
1,1559
2,1732
7,1879
113,29284
30,10911
11,3524
11,4537
55,17806
12,4288
23,6593
27,1939
14,5029
65,22980
199,64437
28,9714
34,10475
9,945
7,2600
69,19608
28,12866
48,22741
56,32527
285,151832
196,77558
9,4637
5,2375
1731,293794
33,8808
24,3366
28,4515
53,28598
14,1109
15,3406
19,8841
14,2478
19,4052
14,5496
43,21062
51,16280
32,12054
31,7638
11,2040
4,645
43,12471
8,3454
45,37252
9,3783
20,4663
97,37401
335,120569
77,27159
60,19660
36,11740
46,12213
69,27624
28,12721
227,126206
10,4007
17,3881
12,3123
4,1603
261,23654
181,86632
204,119246
36,3189
3,1493
37,2238
12,4819
70,14376
2,1540
60,18646
11,3105
43,12492
10,4433
147,25717
36,7047
20,4030
101,21790
64,7188
23,12072
15,8592
2,1508
11,3868
443,103269
317,184418
7,3064
173,65481
19,7341
19,5058
9,5103
46,24394
37,2805
5,1249
9,3163
8,2480
2,858
20,8313
13,4720
4,2322
50,18890
17,5497
6,1450
23,3416
7,4146
21,6647
77,31646
42,14969
13,5582
0,6034
26,10356
18,2782
6,3356
7,4341
3,1032
513,43580
197,105961
26,13977
299,199445
277,200615
585,291611
41,24814
70,52921
25,12569
14,11195
31,20962
10,4951
4,1739
9,2932
53,11589
8,2180
309,68764
85,22814
53,16688
64,32693
27,12311
1,287
16,1095
15,3725
15,1137
1,1602
3,1814
6,1540
16,8338
71,16339
60,25511
207,139179
92,48866
68,42181
0,54026
64,39430
96,41932
477,244277
422,196971
72,9251
525,245423
64,39795
311,143078
255,123893
45,26926
32,17120
56,25434
117,67604
28,13520
21,3287
40,3824
22,5329
621,137906
11,4339
224,141492
18,8052
218,108000
134,79052
42,16721
37,22090
8,3073
43,9563
24,13031
13,3404
15,3341
52,7648
16,8259
7,1005
71,10280
10,3250
38,5113
6,4226
30,6250
13,3735
13,3913
4,1034
6,2413
142,43268
197,123468
229,66195
17,2876
6,1945
90,28313
11,2079
31,13429
89,37805
991,82448
1412,686793
45,20131
66,17429
30,19507
4,1718
13,4630
13,3799
10,3024
6,2711
5,338
786,482965
146,75747
42,12086
104,38936
78,18380
190,119944
7,3094
6,2627
16,4616
25,13967
27,10020
36,12224
36,4956
19,10604
39,10536
7,2904
46,21101
77,40735
193,50801
21,8023
24,2056
44,17088
168,109401
111,49659
26,13657
43,6551
54,15322
5,1400
57,9574
43,4540
182,41945
3,1951
58,25432
10,2488
91,43002
15,4437
0,4115
6,3432
4,1035
256,20649
19,6349
49,15047
214,81783
20,6345
23,7795
223,47331
90,42337
42,32112
64,7944
5,2713
3,1133
38,20231
10,811
10,3008
13,2137
4,3275
12,3202
2,668
70,33441
8,1887
4768,1931639
220,77707
56,19233
90,34167
22,10934
83,16157
28,8006
101,35622
369,153689
40,14611
43,17655
24,4414
58,11897
44,12472
65,11273
30,15818
86,19966
13,4040
22,2684
14,6361
108,37004
56,23036
7,2867
12,2500
6,3234
359,96611
17,3807
164,51609
31,12807
8,3142
19,6273
10,2337
4,1283
794,252804
41,19903
47,16715
220,100896
38,14281
39,16882
154,80896
60,37542
97,41729
25,18096
17,4915
15,4152
15,2771
75,22477
37,8476
7,2188
28,9322
35,13530
138,49673
44,10752
66,19767
39,16220
50,15057
18,6484
61,8142
47,28278
42,4972
140,51804
19,9467
75,28613
7,1656
35,6619
30,12536
31,4415
10,4353
35,6894
10,5924
24,25918
29,7647
5,2227
392,34114
318,118562
26,15601
39,17557
151,55084
41,18858
125,77017
20,4468
93,48743
64,30860
13,6584
12,3986
35,6261
6,2275
9,1982
7,2898
1,616
62,8746
191,74610
43,25374
59,18395
62,18135
5,711
111,26642
62,23902
2,274
14,2007
63,25401
2,1110
82,24787
6,3333
28,4070
20,5911
2,2090
2,904
32,8067
129,6980
34,10504
18,5962
4,910
40,10782
47,15395
95,61001
30,8284
31,8464
27,9471
76,11711
8,4302
13,3344
11,1945
10,2586
494,30971
4,2289
5,2547
18,5877
13,5445
21,2502
4,2624
1,825
15,5288
485,45426
29,10817
12,1989
36,15019
27,6720
10,1776
33,11945
334,139870
42,9033
3,1036
13,749
31,9560
14,4776
22,7853
0,1945
75,14241
59,17501
83,30224
9,3144
14,4931
4,1602
207,146806
68,12530
14,5530
11,5665
18,4119
15,3831
32,10429
6,2975
923,484891
16,2218
26,3077
19,6587
16,3174
52,3803
28,14290
10,3194
24,6080
6,2360
4,1302
2,1230
83,30921
2,894
86,33613
130,23318
56,23823
5,1532
4,2346
43,2854
31,10467
294,14062
660,329320
33,11347
29,4260
5,752
22,8577
12,2128
131,40495
18,7998
58,18468
8,2006
31,10499
11,3299
57,14088
61,16181
21,6491
131,90518
78,32656
2,1807
9,3888
3,1314
30,8402
106,40751
28,5112
15,1605
8,2852
202,14701
413,201036
35,10893
209,23982
29,16312
31,3769
11,3477
31,7819
5,1060
42,2773
6,895
35,9029
3,962
16,4510
124,11549
26,13539
23,9179
19,15378
30,3211
8,3615
7,2448
1,862
76,33989
43,13226
9,2510
5,1394
20,8449
20,6257
65,28832
23,10366
14,4768
47,17604
6,2904
5,1917
5,3152
12,2809
41,5592
24,11161
37,17695
23,5271
13,964
4,2103
382,102368
8,1016
24,6338
238,106851
11,3722
109,36709
36,11527
20,3899
16,5453
5,1327
9,1338
11,1438
1,684
14,4644
1412,42313
882,402304
34,13691
129,49771
50,23872
10,2485
39,16027
16,2403
2075,915237
150,54979
7,1614
33,4993
211,72979
189,71816
23,7738
49,24382
45,24685
16,685
18,2720
45,18127
88,48387
16,2556
66,33049
230,15553
274,123665
5,2623
6,1318
33,2892
24,9270
6,1491
59,16596
46,16307
174,17344
1728,208725
2469,986062
14,683
25,7255
9,2118
5,1001
0,7217
17,11881
19,5164
73,8820
55,16233
5,1675
70,12980
87,35947
82,41118
10,3171
9,2713
11,3684
205,24539
150,67581
72,30689
67,41881
22,5592
13,3611
11,6543
31,4026
20,7770
64,17691
38,17375
319,7760
576,264916
78,21158
43,11615
32,8627
24,3325
187,6348
24,11305
12,2696
17,6369
282,104551
18,2345
26,10312
38,7615
25,10894
566,134392
2,1288
129,78332
52,27993
40,17405
81,61314
7,1800
82,39124
21,7970
25,440
23,6670
34,7116
72,34136
3,1331
19,4804
7,1855
22,3701
16,4933
34,6112
22,8670
6,3091
16,7283
3624,1363295
6337,2355606
3362,1559166
70,6555
79,16248
31,19592
13,9038
1,905
2,1932
8,5171
138,48040
83,52029
11,16411
11,12107
48,6680
17,8174
5,2077
4,1561
5,967
291,27605
57,44280
38,32217
110,78585
23,18018
25,25409
31,32691
29,21501
8,5364
11,5790
19,11531
22,22544
25,31230
64,12903
14,7189
40,9874
30,5054
25,5349
79,9485
44,33614
5,3139
5,92
8,7199
29,5494
13,6207
52,2401
8,4850
1,506
56,13035
14,12376
4,1428
10,2486
483,266241
88,49642
647,202426
79,25599
147,97797
153,117644
54,49112
65,77645
13,15976
8,383
246,137269
47,34183
46,48948
32,9756
5,3738
3,1998
64,11238
8,7449
1,1352
6,3564
4,3517
1,1077
59,10005
16,7952
0,1053
4,2573
105,31660
38,8620
114,22965
46,35719
17,11942
89,23096
7,2113
403,62689
52,43610
58,68697
115,98686
24,19981
37,39066
158,117189
43,40604
38,33542
27,30273
11,8760
14,14288
17,11085
11,10463
27,33647
68,17462
28,17142
167,13585
160,89160
31,18850
5,4442
9,620
32,29047
15,2928
18,17346
6,2674
169,87875
45,39001
24,17215
21,20352
22,8821
11,6845
11,11137
64,26041
14,2872
5,1210
2,810
1,704
5,500
184,109340
71,11206
29,12972
46,29218
6,2179
24,15845
445,239931
85,75251
22,4217
93,72180
26,6588
18,6197
124,33096
48,15175
6,993
48,19869
6,900
26,16891
76,50161
15,3409
2,1098
72,29685
1,1187
43,26768
12,2644
20,6862
40,11794
623,350665
30,10141
10,4363
13,5019
102,33350
52,18873
22,9204
37,12228
2,1287
3,472
44,28425
16,8438
9,2391
1728,1111156
71,24693
50,16660
171,60313
1,659
25,9977
37,15759
47,26756
105,51130
26,4744
141,85684
4,1396
2,2069
37,10268
7,2639
3,1085
1,743
5,1955
96,37186
55,23306
34,14665
2,896
39,19837
36,11489
36,5000
40,24858
5,1217
273,99658
28,7916
826,330210
132,50279
13,2186
59,25703
26,8485
7,2763
110,77120
21,7010
54,26804
35,13709
10,3254
41,8964
5,1410
0,334
34,20515
3,931
6,1716
681,350915
96,55461
7,864
20,10346
63,35302
4,1721
19,9135
5,1180
4,1603
29,13218
19,8731
52,21938
10,2212
8,1170
1,573
23,4335
27,10681
119,31334
72,44948
67,22700
28,14734
46,22794
85,9217
6,1002
7,1368
35,11995
25,9372
14,3360
7,2148
1,402
43,30121
17,5092
7,1621
71,14922
13,4853
5,2335
5,1670
71,17475
129,56422
3,1433
3,1197
2,1226
46,29159
33,15467
29,7830
76,38181
118,41850
37,17602
787,465007
0,532
6,1740
12,5265
1,1109
53,22490
32,8683
8,2604
21,7181
21,7469
4,1488
87,25590
25,8110
156,85634
41,21561
1,1111
21,7107
82,61177
9,6167
5,3973
4,1636
6,2900
7,2860
6,2697
52,21683
15,3148
4,1330
37,18160
5,1857
3,1204
68,27106
6,2115
19,5267
18,6686
6,2256
51,21065
19,5593
5,1910
6,1710
67,17359
253,134938
251,151811
15,6369
45,9131
14,1949
74,24602
20,4822
1,354
24,5198
16,4140
3,1003
75,24768
52,15336
93,43685
27,7933
4,787
2,1426
43,14177
10,3593
69,24269
3,1544
13,5170
7,1857
4,927
6,862
13,2926
44,19167
28,7909
1,1453
82,67786
27,12126
413,162258
73,16234
17,6156
136,48453
577,243726
11,3465
58,17793
26,5372
131,40191
79,24689
44,15008
34,7899
96,29641
39,6320
377,133173
127,54387
86,22461
189,82512
48,12726
603,177319
783,242813
22,3940
112,31273
274,93991
48,18487
851,230721
291,99752
31,7601
64,24931
233,91486
938,449038
59,22711
43,14965
86,28201
3,3883
17,8776
8,2596
33,14912
13,4242
9,731
8,2852
3,1160
16,7158
133,42958
31,22213
49,19687
20,7346
34,17548
18,11064
16,7857
5,4178
17,10026
4,4601
4,4108
1,926
1,1184
32,6800
7,6595
3,7081
24,15385
11,5465
12,4452
8,22668
2,2701
0,980
3,2545
18,4216
8,3744
51,15191
4,4507
4,2554
5,4096
1,2786
3,757
21,8551
27,7386
8,5990
8,7679
11,2789
19,2199
8,2988
36,11401
7,1801
7,1057
11,1876
19,8900
28,9654
11,3324
6,2925
6,3018
2,2753
5,3307
1,2864
57,17455
28,18910
27,24458
17,21593
22,36039
21,22545
17,15432
18,16290
21,25345
50,22931
34,9781
24,8388
4,1645
31,13918
16,7426
1,1299
86,40264
118,84072
79,58514
15,6388
24,15343
74,42803
50,34513
45,45437
63,20207
10,3903
24,7599
230,228045
28,21375
32,24388
265,185034
23,16305
12,8955
9,3324
9,4041
66,47393
30,12354
71,38282
5,2291
7,2766
12,6469
37,28849
24,14293
23,6564
2,1071
81,13936
8,5772
91,76412
15,2237
127,43925
17,8253
46,24490
30,7977
5,1613
7,2079
6,4641
3,2240
5,2784
79,28875
51,16627
10,3323
26,8580
4,1743
9,4033
6,1646
0,690
10,6181
7,2080
72,60209
38,23554
2,1975
3,1152
42,22075
19,9780
270,242462
133,83468
221,150200
97,47565
32,11975
62,40651
207,131003
147,90708
36,26408
10,6699
0,7314
123,69501
157,103452
10,3247
11,4518
3,2297
49,32708
14,8244
11,3337
12,7297
29,14183
94,20439
10,3436
23,13690
0,225
0,331
0,1166
155,98025
67,29533
21,13068
74,52388
14,12015
69,57216
25,27705
25,21698
20,23430
37,66820
243,178622
72,41675
25,14684
25,11154
29,25080
80,22237
32,21324
6,2989
3,1511
40,15352
11,3508
0,740
7,2655
109,47773
37,17603
22,7682
3,1185
0,809
4,1973
1,672
3,765
1,1392
28,9249
2,879
1,596
92,55469
21,10432
81,30944
6,2363
12,4806
4,1678
0,1127
2,1082
3,964
3,457
43,15045
6,2976
6,1680
0,967
9,1441
36,11482
355,420878
90,42509
23,10270
400,218650
12,5534
6,3061
40,10324
14,8381
2,828
11,6423
10,8629
37,21574
14,9672
9,6852
21,10931
5,855
111,60916
18,34085
12,11981
35,17244
136,54073
30,17483
58,36274
19,12184
31,9219
36,11987
370,363744
33,20043
66,43152
239,112302
101,38847
92,71081
36,21617
19,10319
8,7070
0,1429
0,2370
0,3858
42,19630
35,21704
13,7330
0,5266
0,1398
0,214
39,34081
29,21360
151,163755
23,12632
412,220432
21,9545
14,11043
132,100983
60,36177
6,2673
12,4845
4,1636
0,299
238,148994
105,53286
36,24167
65,51816
5,1873
17,9741
20,4469
35,18487
72,33047
17,9428
191,94578
173,91906
16,5534
7,4428
23,15007
19,15116
7,1529
35,9797
4,2926
43,34585
0,472
0,620
4,1084
0,443
0,352
85,86304
22,11179
45,16839
16,8886
20,6162
171,94168
9,3164
8,3863
3,2281
18,8110
2,1318
9,5045
7,4151
1960,763706
58,15590
3,1886
6,2727
51,7656
20,7859
73,29157
18,8369
6,3306
5,2097
6,2099
43,11378
5,2039
3,476
3,1135
468,98660
39,25163
218,104992
9,3598
59,17311
11,15460
16,9772
4,2563
36,12699
3,1283
7,770
3,616
55,26746
7,3774
7,3056
8,3100
74,32680
26,14237
8,3499
3,1396
5,3710
10,6724
60,26736
6,2388
9,4152
3,1618
107,30766
28,10452
20,3033
11,5090
6,2499
2,1033
11,3070
30,10593
13,5636
571,85360
687,261270
46,20072
26,8106
13,7481
28,13110
74,34562
13,6934
7,4346
10,3967
28,7203
2,1000
22,10766
6,2459
62,30854
4,1319
19,8961
21,10677
9,2079
26,13510
24,14163
157,33597
36,16375
3,1445
8,3587
5,2639
9,4859
18,11315
4,2469
1,573
1,891
2,1204
0,3921
49,18622
23,8937
73,17074
65,25967
68,25498
31,16573
2,1130
2,1154
1,878
108,28681
132,69195
14,7939
2,1308
21,4307
124,38212
76,42954
18,7820
1,1969
11,5098
1,1374
0,1212
1,1029
43,7117
5,1826
59,25891
12,3129
5,2465
7,3716
25,12115
4,2034
2,1225
3,1252
55,17810
32,10537
12,3240
3,994
3,1197
3,2187
44,10045
13,5401
4,1395
4,1167
3,961
38,13072
10,4713
6,2477
1,833
1,1256
0,625
0,531
23,4213
7,1426
47,17001
6,3454
116,35354
28,12519
17,8042
54,23596
12,5949
6,1767
7,3350
98,17922
3,1300
10,4364
4,2513
333,41924
218,100255
17,6157
45,21074
36,11913
10,3030
6,2836
1,2557
108,26985
114,51591
29,18825
8,5087
3,1468
5,4337
14,10217
30,11452
0,791
5,2324
1,1189
45,11388
17,7771
61,15375
24,9017
9,3130
99,28855
74,32497
29,11027
8,3808
3,1450
3,1382
184,54214
14,5266
84,38507
1,1078
1,1439
3,1500
4,1883
8,4072
30,17340
9,8095
77,24786
25,10569
3,1545
6,3333
21,11217
3,1461
0,426
0,603
0,461
16,4703
12,4342
34,11869
41,18164
16,6599
76,35875
48,12792
39,14057
79,37387
19,7578
86,36679
12,1579
22,9526
28,13217
41,20731
117,48562
157,59302
24,4107
25,13816
56,24208
1,1111
24,9823
22,9406
0,632
1,500
71,28654
3,1295
9,4517
6,2793
2,538
86,19280
15,4409
19,7615
6,1962
4,2101
183,49376
137,74757
26,16341
27,22190
6,3474
2,919
7,2805
40,23450
103,21932
49,24548
24,11908
29,11548
26,11798
8,3139
24,4428
19,4690
4,1810
1,758
50,21043
28,16069
5,3306
11,4278
0,1352
75,34075
6,2792
11,2032
12,1086
6,2511
107,31711
49,26095
22,13164
25,9745
7,2212
5,1339
261,41117
23,11057
229,77269
34,25123
62,27070
14,6645
9,6505
0,1702
32,12355
22,4923
199,28440
117,64687
11,5646
9,5424
12,5621
14,7707
0,3410
0,3152
31,10948
8,3111
84,55021
31,14074
19,9268
4,3813
142,33209
28,9554
35,12151
16,4633
3,1644
24,3005
47,14165
14,2296
109,31501
22,8876
189,46785
15,8765
100,48035
17,7947
3,1018
8,2063
0,692
44,14783
10,4313
2,393
57,15581
4,1569
3,1345
4,1571
3,1295
4,1672
1,664
3,1652
51,21650
2,760
11,4412
4,1398
4,2238
76,20426
194,24355
28,9889
16,9989
32,8001
8,2837
31,14997
6,2406
8,6342
13,4064
8,4327
8,1729
8,5045
7,2992
17,2638
12,5339
35,12821
9,2598
2,433
168,48355
71,19983
32,15460
8,4244
70,31638
12,5527
3,3570
12,7218
327,96382
93,38879
25,6195
73,37936
83,39752
159,72718
48,25224
18,7610
30,16980
8,1807
8,604
19,9366
22,8144
7,604
18,8190
10,4944
16,6281
12,8741
2,2112
3,1460
0,2249
111,32795
15,4307
18,7118
16,5874
3,1286
4,1183
54,20081
0,401
2,824
5,2118
